,name,year,selling_price,km_driven,fuel,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats
305,Maruti Wagon R,2017,409999,47000,Petrol,Manual,First ,20,998,67.04,5
306,Hyundai Creta 1.4,2018,1210000,25000,Diesel,Manual,First ,21,1396,88.7,5
307,Tata Tiago 1.2,2017,400000,26000,Petrol,Manual,First ,23,1199,84,5
308,Hyundai Grand i10,2018,520000,29000,Diesel,Manual,First ,24,1186,73.97,5
309,Maruti Baleno Zeta,2016,650000,50000,Petrol,Automatic,First ,21,1197,83.1,5
310,Maruti Swift ZXI,2011,325000,58000,Petrol,Manual,Third ,16,1298,88.2,5
311,Maruti Swift Dzire,2012,420000,120000,Petrol,Automatic,First ,17,1197,85.8,5
312,Maruti Swift LXI,2014,400000,50000,Petrol,Manual,First ,20,1197,81.8,5
313,Hyundai i20 1.2,2010,254999,80000,Petrol,Manual,Fourth & Above ,17,1197,80,5
314,Maruti Zen LXI,2003,65000,60000,Petrol,Manual,Fourth & Above ,17,993,60,5
315,Maruti Celerio LXI,2017,351000,36000,Petrol,Manual,First ,23,998,67.04,5
316,Toyota Innova 2.5,2007,404000,120000,Diesel,Manual,Third ,12,2494,102,8
317,Maruti Ritz LDi,2011,185000,185000,Diesel,Manual,Third ,21,1248,73.9,5
318,Nissan Micra Diesel,2011,250000,50000,Diesel,Manual,First ,23,1461,63.1,5
319,Maruti Zen LXI,2002,60000,100000,Petrol,Manual,Fourth & Above ,17,993,60,5
320,Hyundai Verna 1.6,2013,500000,50000,Petrol,Manual,Second ,17,1591,121.3,5
321,Maruti Zen Estilo,2007,85000,80000,Petrol,Manual,Second ,18,998,67.1,5
322,Maruti Alto LX,2005,85000,80000,Petrol,Manual,Fourth & Above ,19,796,46.3,5
323,Maruti Swift Dzire,2011,265000,90000,Diesel,Manual,Fourth & Above ,19,1248,73.9,5
324,Maruti A-Star Vxi,2010,130000,162000,Petrol,Manual,Second ,19,998,66.1,5
325,Maruti Ertiga VDI,2013,480000,110000,Diesel,Manual,Third ,20,1248,88.76,7
326,Maruti Swift Ldi,2008,170000,120000,Diesel,Manual,Third ,17,1248,75,5
327,Nissan Micra Diesel,2011,275000,45000,Diesel,Manual,First ,23,1461,63.1,5
328,Maruti Wagon R,2005,89000,90000,Petrol,Manual,Second ,18,998,67.1,5
329,Ford Figo Diesel,2010,170000,90000,Diesel,Manual,Second ,20,1399,68,5
330,Mahindra XUV300 W8,2019,1090000,16500,Petrol,Manual,First ,17,1197,110,5
331,Hyundai Creta 1.6,2017,1100000,67000,Diesel,Automatic,First ,17,1582,126.2,5
332,Maruti Swift VXI,2018,610000,52000,Petrol,Manual,First ,22,1197,81.8,5
333,Datsun GO T,2016,335000,40000,Petrol,Manual,First ,20,1198,67,5
334,Hyundai Grand i10,2015,434999,40000,Petrol,Manual,First ,18,1197,82,5
335,Toyota Fortuner 2.8,2018,3000000,35000,Diesel,Manual,First ,14,2755,174.5,7
336,Renault KWID RXL,2018,390000,13000,Petrol,Manual,First ,20,799,53.26,5
337,Honda Brio 1.2,2012,325000,40000,Petrol,Manual,First ,18,1198,86.8,5
338,Volkswagen Ameo 1.2,2019,640000,10000,Petrol,Manual,First ,17,1198,73.75,5
339,Nissan Sunny XV,2012,450000,9000,Petrol,Manual,First ,16,1498,97.7,5
340,Toyota Etios Liva,2013,400000,70000,Diesel,Manual,Second ,23,1364,67.06,5
341,Hyundai i10 Sportz,2009,215000,60000,Petrol,Manual,First ,20,1197,78.9,5
342,Renault Duster 85PS,2014,570000,40000,Diesel,Manual,First ,20,1461,83.8,5
343,Mahindra XUV500 W8,2012,680000,93000,Diesel,Manual,First ,15,2179,140,7
344,Toyota Innova 2.5,2008,325000,80000,Diesel,Manual,Fourth & Above ,12,2494,102,7
345,Tata Indigo CS,2011,150000,50000,Petrol,Manual,Second ,15,1193,64.08,5
346,Hyundai Elantra SX,2013,690000,68000,Petrol,Automatic,First ,14,1797,147.5,5
347,Mercedes-Benz New C-Class,2013,1550000,25000,Diesel,Automatic,First ,14,2143,170,5
348,Tata Nano STD,2012,64000,18000,Petrol,Manual,First ,25,624,37.5,4
349,Nissan Micra Diesel,2013,250000,120000,Diesel,Manual,First ,23,1461,63.1,5
350,Maruti Wagon R,2005,65000,35000,Petrol,Manual,First ,18,998,67.1,5
351,Maruti Swift Dzire,2016,550000,60000,Diesel,Manual,Second ,26,1248,74,5
352,Hyundai i10 Magna,2010,140000,70000,Petrol,Manual,Fourth & Above ,20,1197,78.9,5
353,Renault KWID RXT,2016,300000,30000,Petrol,Manual,First ,25,799,53.3,5
354,Volkswagen GTI 1.8,2016,800000,70000,Petrol,Automatic,First ,16,1798,189.3,5
355,Jaguar XE 2016-2019,2017,2625000,9000,Diesel,Automatic,First ,13,1999,177,5
356,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First ,22,2487,214.56,5
357,Jaguar XF 2.0,2017,3200000,45000,Diesel,Automatic,First ,19,1999,177,5
358,Tata Safari Storme,2015,503000,110000,Diesel,Manual,First ,14,2179,147.94,7
359,Volvo XC40 D4,2019,3800000,20000,Diesel,Automatic,First ,18,1969,190,5
360,Toyota Camry 2.5,2016,2000000,68089,Petrol,Automatic,First ,19,2494,157.7,5
361,Maruti Wagon R,2013,225000,58343,Petrol,Manual,First ,21,998,67.05,5
362,Maruti Baleno Alpha,2018,740000,38817,Diesel,Manual,First ,27,1248,74,5
363,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First ,18,1199,88.7,5
364,Toyota Innova 2.5,2013,750000,79328,Diesel,Manual,Second ,12,2494,100.6,7
365,Maruti Swift AMT,2019,650000,5621,Petrol,Automatic,First ,22,1197,81.8,5
366,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First ,16,1496,88.73,5
367,Maruti Swift AMT,2018,600000,69779,Petrol,Automatic,First ,22,1197,81.8,5
368,Hyundai Grand i10,2017,450000,56290,Diesel,Manual,First ,24,1186,73.97,5
369,BMW X4 M,2019,5400000,7500,Diesel,Automatic,First ,16,1995,190,5
370,BMW X4 M,2019,5500000,8500,Diesel,Automatic,First ,16,1995,190,5
371,Honda Amaze V,2019,779000,7032,Petrol,Automatic,First ,19,1199,88.76,5
372,Skoda Rapid 1.6,2016,645000,11000,Petrol,Automatic,First ,14,1598,103.5,5
373,Volvo V40 D3,2018,2475000,2000,Diesel,Automatic,First ,16,1984,150,5
374,Hyundai i10 Magna,2010,150000,106000,Petrol,Manual,Third ,20,1197,78.9,5
375,Honda CR-V 2.4L,2009,500000,120000,Petrol,Automatic,Second ,11,2354,158.8,5
376,Maruti Swift Dzire,2015,480000,90000,Diesel,Manual,First ,26,1248,74,5
377,Hyundai Verna 1.6,2014,535000,70000,Diesel,Manual,Third ,22,1582,126.32,5
378,Toyota Innova 2.5,2005,250000,240000,Diesel,Manual,Third ,12,2494,102,8
379,Maruti SX4 Celebration,2012,300000,100000,Diesel,Manual,Second ,21,1248,88.8,5
380,Hyundai Verna XXi,2009,340000,214000,Petrol,Manual,Second ,13,1599,103.2,5
381,Hyundai Verna CRDi,2009,340000,214000,Diesel,Manual,Second ,16,1493,110,5
382,Maruti Alto 800,2016,240000,50000,Petrol,Manual,First ,22,796,47.3,5
383,Honda City i-VTEC,2018,1085000,1000,Petrol,Automatic,First ,18,1497,117.6,5
384,Maruti Swift Dzire,2017,750000,19000,Diesel,Automatic,First ,28,1248,74.02,5
385,Tata Indigo LS,2012,95000,265000,Diesel,Manual,Second ,17,1405,70,5
386,Maruti Eeco CNG,2020,409999,35000,CNG,Manual,First ,20,1196,61.7,5
387,Maruti Alto K10,2014,215000,80000,Petrol,Manual,Second ,23,998,67.05,5
388,Mahindra XUV500 AT,2016,1290000,50000,Diesel,Automatic,First ,16,2179,140,7
389,Maruti Alto K10,2010,150000,80000,Petrol,Manual,First ,20,998,67.1,5
390,Hyundai EON Sportz,2013,219000,50000,Petrol,Manual,Second ,21,814,55.2,5
391,Tata Tiago 1.2,2018,325000,100000,Petrol,Manual,First ,23,1199,84,5
392,Maruti Eeco Smiles,2013,260000,120000,Petrol,Manual,Second ,15,1196,73,5
393,Jaguar XE 2016-2019,2017,2625000,9000,Diesel,Automatic,First ,13,1999,177,5
394,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First ,22,2487,214.56,5
395,Jaguar XF 2.0,2017,3200000,45000,Diesel,Automatic,First ,19,1999,177,5
396,Tata Safari Storme,2015,503000,110000,Diesel,Manual,First ,14,2179,147.94,7
397,Volvo XC40 D4,2019,3800000,20000,Diesel,Automatic,First ,18,1969,190,5
398,Toyota Camry 2.5,2016,2000000,68089,Petrol,Automatic,First ,19,2494,157.7,5
399,Maruti Wagon R,2013,225000,58343,Petrol,Manual,First ,21,998,67.05,5
400,Maruti Baleno Alpha,2018,740000,38817,Diesel,Manual,First ,27,1248,74,5
401,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First ,18,1199,88.7,5
402,Toyota Innova 2.5,2013,750000,79328,Diesel,Manual,Second ,12,2494,100.6,7
403,Maruti Swift AMT,2019,650000,5621,Petrol,Automatic,First ,22,1197,81.8,5
404,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First ,16,1496,88.73,5
405,Maruti Swift AMT,2018,600000,69779,Petrol,Automatic,First ,22,1197,81.8,5
406,Hyundai Grand i10,2017,450000,56290,Diesel,Manual,First ,24,1186,73.97,5
407,BMW X4 M,2019,5400000,7500,Diesel,Automatic,First ,16,1995,190,5
408,BMW X4 M,2019,5500000,8500,Diesel,Automatic,First ,16,1995,190,5
409,Honda Amaze V,2019,779000,7032,Petrol,Automatic,First ,19,1199,88.76,5
410,Skoda Rapid 1.6,2016,645000,11000,Petrol,Automatic,First ,14,1598,103.5,5
411,Volvo V40 D3,2018,2475000,2000,Diesel,Automatic,First ,16,1984,150,5
412,Honda Amaze S,2019,700000,40000,Diesel,Automatic,First ,23,1498,78.9,5
413,Hyundai Creta 1.4,2017,950000,45000,Diesel,Manual,First ,21,1396,88.7,5
414,Maruti Alto LXi,2010,160000,80000,Petrol,Manual,Second ,19,796,46.3,5
415,Hyundai Xcent 1.1,2015,409999,135000,Diesel,Manual,Second ,24,1120,71.01,5
416,Toyota Innova 2.5,2015,840000,120000,Diesel,Manual,Second ,12,2494,100.6,7
417,Toyota Etios Liva,2013,450000,67000,Diesel,Manual,First ,23,1364,67.1,5
418,Maruti Swift Dzire,2017,900000,50000,Diesel,Manual,First ,28,1248,74.02,5
419,Toyota Innova 2.5,2008,570000,134000,Diesel,Manual,Second ,12,2494,102,7
420,Nissan Micra Diesel,2011,254999,110000,Diesel,Manual,Second ,23,1461,63.1,5
421,Maruti 800 AC,2009,130000,40000,Petrol,Manual,First ,16,796,37,4
422,Maruti Swift Dzire,2013,530000,120000,Diesel,Manual,Second ,23,1248,74,5
423,Volkswagen Polo 1.5,2015,520000,110000,Diesel,Manual,Second ,20,1498,88.8,5
424,Mahindra Verito 1.5,2011,229999,170000,Diesel,Manual,Second ,21,1461,64.1,5
425,Maruti 800 AC,2004,81000,80000,Petrol,Manual,Second ,16,796,37,4
426,Maruti Swift VDI,2016,600000,47000,Diesel,Manual,First ,25,1248,74,5
427,Hyundai Xcent 1.2,2015,409999,93000,Petrol,Manual,First ,19,1197,81.86,5
428,Maruti 800 Std,2010,120000,70000,Petrol,Manual,Second ,16,796,37,4
429,Maruti Celerio VXI,2014,320000,50000,Petrol,Manual,First ,23,998,67.04,5
430,Ford Figo Diesel,2015,292000,70000,Diesel,Manual,First ,20,1399,68.05,5
431,Tata Safari DICOR,2012,390000,80000,Diesel,Manual,First ,13,2179,138.03,7
432,Ford Figo 1.2P,2016,550000,44000,Petrol,Manual,First ,18,1196,86.8,5
433,Maruti Celerio ZXI,2014,385000,25000,Petrol,Manual,First ,23,998,67.04,5
434,Hyundai Creta 1.6,2016,800000,25000,Petrol,Manual,First ,15,1591,121.3,5
435,Maruti Swift Dzire,2019,675000,10000,Petrol,Manual,First ,21,1197,81.8,5
436,Tata Hexa XT,2018,1525000,50000,Diesel,Manual,First ,17,2179,153.86,7
437,Ford EcoSport 1.5,2018,950000,30000,Diesel,Manual,First ,23,1498,98.96,5
438,Hyundai i20 Active,2015,610000,50000,Diesel,Manual,Second ,21,1396,88.73,5
439,Hyundai i20 Asta,2012,525000,120000,Diesel,Manual,First ,22,1396,88.73,5
440,Honda Amaze S,2019,700000,40000,Diesel,Automatic,First ,23,1498,78.9,5
441,Mahindra Bolero 2011-2019,2015,375000,80000,Diesel,Manual,First ,15,2523,62.1,7
442,Nissan Terrano XL,2015,580000,90000,Diesel,Manual,First ,20,1461,83.8,5
443,Maruti Swift VXI,2015,434999,50000,Petrol,Manual,Second ,20,1197,83.11,5
444,Datsun RediGO 1.0,2020,350000,2136,Petrol,Manual,First ,22,999,67,5
445,Toyota Innova 2.5,2012,730000,250000,Diesel,Manual,First ,12,2494,100,7
446,Hyundai i20 Magna,2015,600000,35000,Petrol,Manual,First ,18,1197,81.83,5
447,Toyota Innova 2.5,2015,1050000,120000,Diesel,Manual,First ,12,2494,100.6,7
448,Maruti Baleno Alpha,2017,735000,70000,Diesel,Manual,First ,27,1248,74,5
449,Renault Duster 110PS,2018,1050000,18000,Diesel,Manual,First ,19,1461,108.45,5
450,Chevrolet Enjoy 1.3,2016,420000,110000,Diesel,Manual,Second ,18,1248,73.74,7
451,Maruti SX4 S,2017,800000,60000,Diesel,Manual,First ,23,1248,88.5,5
452,Toyota Fortuner 4x2,2015,2000000,60000,Diesel,Automatic,First ,12,2982,168.5,7
453,Maruti Swift Dzire,2016,600000,147000,Diesel,Manual,Second ,26,1248,74,5
454,Toyota Fortuner 4x2,2015,1900000,130000,Diesel,Automatic,First ,12,2982,168.5,7
455,Chevrolet Captiva LT,2011,500000,99500,Diesel,Manual,Third ,11,1991,147.9,7
456,Tata Indica Vista,2011,200000,110000,Diesel,Manual,Second ,17,1405,71,5
457,Nissan Micra Active,2016,370000,35000,Petrol,Manual,First ,19,1198,67.04,5
458,Hyundai Verna Transform,2010,260000,110000,Diesel,Manual,Second ,16,1493,110,5
459,Mahindra KUV 100,2016,280000,100000,Diesel,Manual,First ,25,1198,77,6
460,Maruti Ertiga VXI,2014,610000,21000,Petrol,Manual,First ,16,1373,93.7,7
461,Ford Fiesta Titanium,2013,300000,60000,Diesel,Manual,Second ,23,1498,90,5
462,Tata Indigo CS,2010,140000,40000,Diesel,Manual,First ,16,1405,70,5
463,Hyundai i10 Magna,2008,229999,50000,Petrol,Manual,First ,19,1086,68.05,5
464,Maruti A-Star Vxi,2010,200000,65000,Petrol,Manual,Second ,19,998,66.1,5
465,Maruti Wagon R,2011,200000,80000,Petrol,Manual,First ,18,998,67.1,5
466,Hyundai Verna 1.6,2015,560000,119000,Diesel,Manual,First ,23,1582,126.2,5
467,Maruti Ertiga SHVS,2016,750000,80000,Diesel,Manual,First ,24,1248,88.5,7
468,Maruti Swift VDI,2017,585000,90000,Diesel,Manual,First ,25,1248,74,5
469,Hyundai Verna 1.6,2016,760000,20000,Petrol,Manual,First ,17,1591,121.4,5
470,Maruti Swift VDI,2014,430000,80000,Diesel,Manual,Second ,25,1248,74,5
471,Mahindra KUV 100,2020,480000,44665,Diesel,Manual,First ,25,1198,77,6
472,Kia Seltos HTE,2019,643000,10000,Diesel,Manual,First ,20,1493,113.4,5
473,Hyundai Xcent 1.2,2018,500000,60000,Petrol,Manual,First ,20,1197,81.86,5
474,Honda Brio 1.2,2016,425000,22000,Petrol,Manual,First ,18,1198,86.8,5
475,Maruti Alto 800,2014,250000,25000,Petrol,Manual,First ,22,796,47.3,5
476,Maruti Celerio LDi,2016,285000,70000,Diesel,Manual,First ,27,793,47,5
477,Maruti Swift Dzire,2008,160000,123000,Petrol,Manual,Third ,17,1298,85.8,5
478,Volkswagen Vento Diesel,2011,250000,70000,Diesel,Manual,Second ,20,1598,103.6,5
479,Chevrolet Beat LS,2013,170000,70000,Petrol,Manual,Second ,18,1199,79.4,5
480,Toyota Etios Liva,2013,409999,45000,Diesel,Manual,First ,23,1364,67.06,5
481,Hyundai Grand i10,2015,400000,40000,Petrol,Automatic,First ,18,1197,82,5
482,Maruti Swift Dzire,2019,700000,30000,Diesel,Manual,First ,28,1248,74.02,5
483,Honda Civic 1.8,2007,350000,90000,Petrol,Automatic,First ,12,1799,130,5
484,Maruti Ertiga BSIV,2016,660000,34000,Petrol,Manual,Second ,17,1373,91.1,7
485,Maruti Alto 800,2017,268000,25000,Petrol,Manual,First ,24,796,47.3,5
486,Maruti Alto 800,2016,270000,50000,Petrol,Manual,First ,22,796,47.3,5
487,Chevrolet Beat Diesel,2013,300000,50000,Diesel,Manual,First ,25,936,57.6,5
488,Tata Tiago 1.2,2017,450000,90000,Petrol,Manual,First ,23,1199,84,5
489,Chevrolet Beat Diesel,2012,220000,70000,Diesel,Manual,Second ,25,936,57.6,5
490,Tata New Safari,2009,250000,146000,Diesel,Manual,Second ,13,2179,138,7
491,Ford Figo Petrol,2012,300000,85000,Petrol,Manual,Second ,15,1196,70,5
492,Tata Indica V2,2009,88000,201850,Diesel,Manual,Second ,17,1396,52.8,5
493,Maruti Swift Dzire,2016,561000,30000,Diesel,Manual,First ,26,1248,74,5
494,Maruti Swift Dzire,2018,755000,15000,Diesel,Manual,First ,28,1248,74.02,5
495,Datsun RediGO S,2017,235000,25000,Petrol,Manual,First ,22,799,53.64,5
496,Maruti Alto K10,2011,165000,90000,Petrol,Manual,First ,20,998,67.1,5
497,Maruti Swift Dzire,2008,190000,80000,Diesel,Manual,Second ,19,1248,73.9,5
498,Tata Indica V2,2011,110000,50000,Diesel,Manual,First ,17,1396,53.5,5
499,Mahindra Bolero 2011-2019,2012,320000,80000,Diesel,Manual,Second ,13,2523,63,8
500,Hyundai i20 Asta,2016,540000,38000,Petrol,Manual,First ,18,1197,81.83,5
501,Hyundai EON Era,2013,180000,60000,Petrol,Manual,First ,21,814,55.2,5
502,Maruti Eeco 7,2016,270000,100000,Petrol,Manual,Third ,15,1196,73,7
503,Maruti Swift Dzire,2012,450000,30000,Petrol,Manual,First ,17,1197,85.8,5
504,Maruti Swift Dzire,2014,450000,30000,Petrol,Manual,First ,19,1197,85.8,5
505,Chevrolet Beat LT,2015,200000,50000,Petrol,Manual,First ,18,1199,76.8,5
506,Tata Tiago 1.2,2017,425000,42000,Petrol,Manual,First ,23,1199,84,5
507,Chevrolet Sail 1.2,2016,400000,30000,Petrol,Manual,First ,18,1199,82.4,5
508,Maruti Alto LXi,2009,125000,60000,Petrol,Manual,Third ,19,796,46.3,5
509,Jeep Compass 2.0,2018,1600000,14000,Diesel,Manual,First ,17,1956,170,5
510,Honda City i,2015,900000,22000,Petrol,Manual,First ,17,1497,117.3,5
511,Volkswagen Vento Diesel,2012,450000,90000,Diesel,Manual,First ,20,1598,103.6,5
512,Maruti Alto K10,2011,210000,46000,Petrol,Manual,First ,20,998,67.1,5
513,Hyundai i20 1.2,2018,801000,20000,Petrol,Manual,First ,18,1197,81.83,5
514,Tata Venture EX,2014,317000,15000,Diesel,Manual,First ,15,1405,70,7
515,Maruti Ertiga VXI,2015,600000,40000,Petrol,Manual,Second ,16,1373,93.7,7
516,Hyundai i20 Magna,2014,330000,30000,Petrol,Manual,Second ,18,1197,82.85,5
517,Hyundai EON Magna,2017,320000,15000,Petrol,Manual,Second ,21,814,55.2,5
518,Hyundai Getz GLX,2007,120000,110000,Petrol,Manual,Second ,15,1341,83,5
519,Maruti Alto LXi,2009,130000,70000,Petrol,Manual,Second ,19,796,46.3,5
520,Chevrolet Sail 1.2,2015,220000,80000,Petrol,Manual,First ,18,1199,82.4,5
521,Tata Zest Revotron,2015,340000,110000,Petrol,Manual,First ,17,1193,88.7,5
522,Ford Classic 1.4,2013,200000,70000,Diesel,Manual,Second ,19,1399,67,5
523,Maruti Alto LXI,2002,140000,50000,Petrol,Manual,Second ,19,796,46.3,5
524,Toyota Innova 2.5,2013,1000000,190000,Diesel,Manual,First ,12,2494,100.6,8
525,Mahindra Bolero SLX,2010,495000,100000,Diesel,Manual,Second ,13,2523,63,7
526,Maruti Alto 800,2015,236000,60000,Petrol,Manual,First ,22,796,47.3,5
527,Maruti Wagon R,2015,390000,40000,Petrol,Manual,First ,20,998,67.04,5
528,Maruti Swift Dzire,2009,275000,90000,Diesel,Manual,Second ,19,1248,73.9,5
529,Tata Safari Storme,2015,503000,110000,Diesel,Manual,First ,14,2179,147.94,7
530,Maruti Vitara Brezza,2017,775000,32000,Diesel,Manual,First ,24,1248,88.5,5
531,Toyota Innova Crysta,2016,1800000,30000,Diesel,Automatic,First ,11,2755,171.5,7
532,Hyundai Creta 1.6,2016,850000,58000,Diesel,Manual,First ,19,1582,126.2,5
533,Maruti Vitara Brezza,2018,750000,5000,Diesel,Manual,First ,24,1248,88.5,5
534,Hyundai i20 1.2,2018,570000,25000,Petrol,Manual,First ,18,1197,81.83,5
535,Hyundai Grand i10,2018,580000,32000,Petrol,Manual,First ,18,1197,81.86,5
536,Honda Jazz 1.2,2016,484999,30000,Petrol,Manual,First ,18,1199,88.7,5
537,Honda BR-V i-VTEC,2017,700000,43000,Petrol,Manual,First ,15,1497,117.3,7
538,Hyundai Verna S,2012,415000,60000,Petrol,Manual,First ,17,1497,113.42,5
539,Nissan Micra XV,2015,325000,50000,Petrol,Automatic,First ,19,1198,76,5
540,Ford Figo Aspire,2018,550000,14200,Petrol,Manual,First ,18,1196,86.8,5
541,Hyundai EON Sportz,2017,300000,10000,Petrol,Manual,First ,21,814,55.2,5
542,Datsun RediGO T,2018,217000,25000,Petrol,Manual,First ,22,799,53.64,5
543,Ford Freestyle Titanium,2018,700000,19100,Petrol,Manual,First ,19,1194,94.68,5
544,Hyundai Santro Sportz,2019,466000,25000,Petrol,Automatic,Fourth & Above ,20,1086,68,5
545,Ford EcoSport 1.5,2014,484999,54000,Diesel,Manual,First ,23,1498,98.96,5
546,Nissan Sunny XL,2018,670000,35000,Diesel,Manual,First ,22,1461,84.8,5
547,Hyundai Grand i10,2018,500000,20000,Petrol,Manual,Second ,18,1197,81.86,5
548,Maruti SX4 S,2016,675000,52000,Diesel,Manual,First ,23,1248,88.5,5
549,Hyundai i20 1.4,2011,220000,120000,Diesel,Manual,Second ,23,1396,90,5
550,Jeep Compass 2.0,2017,1650000,50000,Diesel,Manual,First ,17,1956,170,5
551,Maruti Ertiga ZDI,2013,630000,120000,Diesel,Manual,Second ,20,1248,88.8,7
552,Tata Manza Aura,2010,250000,90000,Diesel,Manual,Second ,18,1248,90,5
553,Maruti Wagon R,2004,120000,120000,Petrol,Manual,Third ,18,998,67.1,5
554,Skoda Rapid 1.5,2015,300000,101500,Diesel,Manual,Second ,21,1498,103.52,5
555,Hyundai Verna 1.6,2013,525000,75000,Diesel,Automatic,First ,22,1582,126.3,5
556,Mahindra Scorpio 1.99,2016,1100000,100000,Diesel,Manual,First ,15,1997,120,7
557,Renault Duster 110PS,2012,480000,55735,Diesel,Manual,Second ,19,1461,108.45,5
558,Mahindra XUV500 W4,2014,605000,80000,Diesel,Manual,Second ,15,2179,140,7
559,Maruti Alto 800,2016,250000,50000,Petrol,Manual,Second ,24,796,47.3,5
560,Ford Figo Diesel,2013,245000,70000,Diesel,Manual,Second ,20,1399,68.1,5
561,Hyundai i10 Magna,2012,210000,76000,Petrol,Manual,Fourth & Above ,20,1197,78.9,5
562,Maruti Swift Dzire,2020,730000,1500,Petrol,Manual,First ,21,1197,81.8,5
563,Mahindra Bolero 2011-2019,2012,500000,76000,Diesel,Manual,First ,15,2523,62.1,7
564,Maruti Wagon R,2015,400000,40000,Petrol,Manual,First ,20,998,67.04,5
565,Hyundai EON Magna,2015,280000,60000,Petrol,Manual,Second ,21,814,55.2,5
566,Toyota Innova 2.5,2009,561000,170000,Diesel,Manual,Third ,12,2494,102,8
567,Mitsubishi Pajero Sport,2013,950000,181491,Diesel,Manual,First ,13,2477,175.56,7
568,Chevrolet Beat Diesel,2016,375000,53319,Diesel,Manual,First ,25,936,56.3,5
569,Volkswagen Ameo 1.5,2017,700000,40906,Diesel,Manual,First ,21,1498,108.62,5
570,Toyota Etios VX,2012,375000,31711,Petrol,Manual,Second ,17,1496,88.7,5
571,Hyundai EON Era,2012,270000,43755,Petrol,Manual,Second ,21,814,55.2,5
572,Renault KWID RXT,2016,300000,66693,Petrol,Manual,First ,25,799,53.3,5
573,Maruti Zen Estilo,2010,225000,59549,Petrol,Manual,First ,19,998,67.1,5
574,Toyota Innova 2.5,2015,1350000,94385,Diesel,Manual,First ,12,2494,100.6,8
575,Maruti Zen Estilo,2010,200000,73730,Petrol,Manual,First ,18,998,67.1,5
576,Hyundai Verna 1.6,2011,400000,221889,Diesel,Manual,First ,22,1582,126.32,5
577,Honda Amaze VX,2013,500000,116104,Diesel,Manual,First ,25,1498,98.6,5
578,Maruti Swift VXI,2015,500000,150546,Petrol,Manual,First ,22,1197,81.8,5
579,Toyota Fortuner 2.8,2013,1500000,148120,Diesel,Manual,First ,14,2755,174.5,7
580,Ford Ecosport 1.5,2015,555000,20000,Petrol,Manual,Second ,15,1499,110,5
581,Hyundai Grand i10,2018,580000,30000,Petrol,Automatic,First ,18,1197,81.86,5
582,Tata Aria Pride,2011,337000,142000,Diesel,Manual,Third ,13,2179,138.1,7
583,Tata Sumo CX,2011,175000,20000,Diesel,Manual,First ,12,1948,68,10
584,Tata Manza Aura,2009,180000,120000,Diesel,Manual,Second ,18,1248,90,5
585,Hyundai i10 Sportz,2011,200000,80000,Petrol,Manual,First ,19,1086,68.05,5
586,Tata Indigo CS,2016,260000,60000,Diesel,Manual,First ,19,1405,69.01,5
587,Renault KWID 1.0,2016,350000,25000,Petrol,Manual,First ,23,999,67,5
588,Mahindra Bolero SLX,2011,409999,50000,Diesel,Manual,Second ,13,2523,63,7
